Учасників,Місце,Сума $,Відсоток (із 95%)
79,2,166.78,21.11
79,3,83.39,10.56
79,4,41.69,5.28
79,5,41.69,5.28
79,6,16.68,2.11
79,7,16.68,2.11
79,8,16.68,2.11
79,9,16.68,2.11
79,10,16.68,2.11
79,11,8.33,1.05
79,12,8.34,1.06
79,13,8.34,1.06
79,14,8.34,1.06
79,15,8.34,1.06
78,1,288.17,36.94
78,2,164.67,21.11
78,3,82.33,10.56
78,4,41.17,5.28
78,5,41.17,5.28
78,6,16.47,2.11
78,7,16.47,2.11
78,8,16.47,2.11
78,9,16.47,2.11
78,10,16.47,2.11
78,11,8.22,1.05
78,12,8.23,1.06
78,13,8.23,1.06
78,14,8.23,1.06
78,15,8.23,1.06
77,1,284.47,36.94
77,2,162.56,21.11
77,3,81.28,10.56
77,4,40.64,5.28
77,5,40.64,5.28
77,6,16.26,2.11
77,7,16.26,2.11
77,8,16.26,2.11
77,9,16.26,2.11
77,10,16.26,2.11
77,11,8.09,1.05
77,12,8.13,1.06
77,13,8.13,1.06
77,14,8.13,1.06
77,15,8.13,1.06
76,1,280.78,36.94
76,2,160.44,21.11
76,3,80.22,10.56
76,4,40.11,5.28
76,5,40.11,5.28
76,6,16.04,2.11
76,7,16.04,2.11
76,8,16.04,2.11
76,9,16.04,2.11
76,10,16.04,2.11
76,11,8.06,1.06
76,12,8.02,1.06
76,13,8.02,1.06
76,14,8.02,1.06
76,15,8.02,1.06
75,1,277.08,36.94
75,2,158.33,21.11
75,3,79.17,10.56
75,4,39.58,5.28
75,5,39.58,5.28
75,6,15.83,2.11
75,7,15.83,2.11
75,8,15.83,2.11
75,9,15.83,2.11
75,10,15.83,2.11
75,11,7.93,1.06
75,12,7.92,1.06
75,13,7.92,1.06
75,14,7.92,1.06
75,15,7.92,1.06
74,1,276.46,37.36
74,2,157.98,21.35
74,3,78.99,10.67
74,4,39.49,5.34
74,5,39.49,5.34
74,6,15.8,2.14
74,7,15.8,2.14
74,8,15.8,2.14
74,9,15.8,2.14
74,10,15.8,2.14
74,11,7.89,1.07
74,12,7.9,1.07
74,13,7.9,1.07
74,14,7.9,1.07
73,1,272.72,37.36
73,2,155.84,21.35
73,3,77.92,10.67
73,4,38.96,5.34
73,5,38.96,5.34
73,6,15.58,2.13
73,7,15.58,2.13
73,8,15.58,2.13
73,9,15.58,2.13
73,10,15.58,2.13
73,11,7.83,1.07
73,12,7.79,1.07
73,13,7.79,1.07
73,14,7.79,1.07
72,1,268.99,37.36
72,2,153.71,21.35
72,3,76.85,10.67
72,4,38.43,5.34
72,5,38.43,5.34
72,6,15.37,2.13
72,7,15.37,2.13
72,8,15.37,2.13
72,9,15.37,2.13
72,10,15.37,2.13
72,11,7.67,1.07
72,12,7.69,1.07
72,13,7.69,1.07
72,14,7.69,1.07
71,1,265.25,37.36
71,2,151.57,21.35
71,3,75.79,10.67
71,4,37.89,5.34
71,5,37.89,5.34
71,6,15.16,2.14
71,7,15.16,2.14
71,8,15.16,2.14
71,9,15.16,2.14
71,10,15.16,2.14
71,11,7.57,1.07
71,12,7.58,1.07
71,13,7.58,1.07
71,14,7.58,1.07
70,1,261.52,37.36
70,2,149.44,21.35
70,3,74.72,10.67
70,4,37.36,5.34
70,5,37.36,5.34
70,6,14.94,2.13
70,7,14.94,2.13
70,8,14.94,2.13
70,9,14.94,2.13
70,10,14.94,2.13
70,11,7.49,1.07
70,12,7.47,1.07
70,13,7.47,1.07
70,14,7.47,1.07
69,1,260.71,37.78
69,2,148.98,21.59
69,3,74.49,10.8
69,4,37.24,5.4
69,5,37.24,5.4
69,6,14.9,2.16
69,7,14.9,2.16
69,8,14.9,2.16
69,9,14.9,2.16
69,10,14.9,2.16
69,11,7.44,1.08
69,12,7.45,1.08
69,13,7.45,1.08
68,1,256.93,37.78
68,2,146.82,21.59
68,3,73.41,10.8
68,4,36.7,5.4
68,5,36.7,5.4
68,6,14.68,2.16
68,7,14.68,2.16
68,8,14.68,2.16
68,9,14.68,2.16
68,10,14.68,2.16
68,11,7.36,1.08
68,12,7.34,1.08
68,13,7.34,1.08
67,1,253.15,37.78
67,2,144.66,21.59
67,3,72.33,10.8
67,4,36.16,5.4
67,5,36.16,5.4
67,6,14.47,2.16
67,7,14.47,2.16
67,8,14.47,2.16
67,9,14.47,2.16
67,10,14.47,2.16
67,11,7.23,1.08
67,12,7.23,1.08
67,13,7.23,1.08
66,1,249.37,37.78
66,2,142.5,21.59
66,3,71.25,10.8
66,4,35.62,5.4
66,5,35.62,5.4
66,6,14.25,2.16
66,7,14.25,2.16
66,8,14.25,2.16
66,9,14.25,2.16
66,10,14.25,2.16
66,11,7.15,1.08
66,12,7.12,1.08
66,13,7.12,1.08
65,1,245.6,37.78
65,2,140.34,21.59
65,3,70.17,10.8
65,4,35.09,5.4
65,5,35.09,5.4
65,6,14.03,2.16
65,7,14.03,2.16
65,8,14.03,2.16
65,9,14.03,2.16
65,10,14.03,2.16
65,11,7.02,1.08
65,12,7.02,1.08
65,13,7.02,1.08
64,1,244.6,38.22
64,2,139.77,21.84
64,3,69.89,10.92
64,4,34.94,5.46
64,5,34.94,5.46
64,6,13.98,2.18
64,7,13.98,2.18
64,8,13.98,2.18
64,9,13.98,2.18
64,10,13.98,2.18
64,11,6.97,1.09
64,12,6.99,1.09
63,1,240.78,38.22
63,2,137.59,21.84
63,3,68.79,10.92
63,4,34.4,5.46
63,5,34.4,5.46
63,6,13.76,2.18
63,7,13.76,2.18
63,8,13.76,2.18
63,9,13.76,2.18
63,10,13.76,2.18
63,11,6.86,1.09
63,12,6.88,1.09
62,1,236.95,38.22
62,2,135.4,21.84
62,3,67.7,10.92
62,4,33.85,5.46
62,5,33.85,5.46
62,6,13.54,2.18
62,7,13.54,2.18
62,8,13.54,2.18
62,9,13.54,2.18
62,10,13.54,2.18
62,11,6.78,1.09
62,12,6.77,1.09
61,1,233.13,38.22
61,2,133.22,21.84
61,3,66.61,10.92
61,4,33.3,5.46
61,5,33.3,5.46
61,6,13.32,2.18
61,7,13.32,2.18
61,8,13.32,2.18
61,9,13.32,2.18
61,10,13.32,2.18
61,11,6.68,1.1
61,12,6.66,1.09
60,1,229.31,38.22
60,2,131.03,21.84
60,3,65.52,10.92
60,4,32.76,5.46
60,5,32.76,5.46
60,6,13.1,2.18
60,7,13.1,2.18
60,8,13.1,2.18
60,9,13.1,2.18
60,10,13.1,2.18
60,11,6.57,1.1
60,12,6.55,1.09
59,1,228.11,38.66
59,2,130.35,22.09
59,3,65.17,11.05
59,4,32.59,5.52
59,5,32.59,5.52
59,6,13.03,2.21
59,7,13.03,2.21
59,8,13.03,2.21
59,9,13.03,2.21
59,10,13.03,2.21
59,11,6.54,1.11
58,1,224.24,38.66
58,2,128.14,22.09
58,3,64.07,11.05
58,4,32.03,5.52
58,5,32.03,5.52
58,6,12.81,2.21
58,7,12.81,2.21
58,8,12.81,2.21
58,9,12.81,2.21
58,10,12.81,2.21
58,11,6.44,1.11
57,1,220.38,38.66
57,2,125.93,22.09
57,3,62.97,11.05
57,4,31.48,5.52
57,5,31.48,5.52
57,6,12.59,2.21
57,7,12.59,2.21
57,8,12.59,2.21
57,9,12.59,2.21
57,10,12.59,2.21
57,11,6.31,1.11
56,1,216.51,38.66
56,2,123.72,22.09
56,3,61.86,11.05
56,4,30.93,5.52
56,5,30.93,5.52
56,6,12.37,2.21
56,7,12.37,2.21
56,8,12.37,2.21
56,9,12.37,2.21
56,10,12.37,2.21
56,11,6.2,1.11
55,1,212.65,38.66
55,2,121.51,22.09
55,3,60.76,11.05
55,4,30.38,5.52
55,5,30.38,5.52
55,6,12.15,2.21
55,7,12.15,2.21
55,8,12.15,2.21
55,9,12.15,2.21
55,10,12.15,2.21
55,11,6.07,1.1
54,1,211.24,39.12
54,2,120.71,22.35
54,3,60.35,11.18
54,4,30.18,5.59
54,5,30.18,5.59
54,6,12.06,2.23
54,7,12.07,2.24
54,8,12.07,2.24
54,9,12.07,2.24
54,10,12.07,2.24
53,1,207.32,39.12
53,2,118.47,22.35
53,3,59.24,11.18
53,4,29.62,5.59
53,5,29.62,5.59
53,6,11.83,2.23
53,7,11.85,2.24
53,8,11.85,2.24
53,9,11.85,2.24
53,10,11.85,2.24
52,1,203.41,39.12
52,2,116.24,22.35
52,3,58.12,11.18
52,4,29.06,5.59
52,5,29.06,5.59
52,6,11.63,2.24
52,7,11.62,2.23
52,8,11.62,2.23
52,9,11.62,2.23
52,10,11.62,2.23
51,1,199.5,39.12
51,2,114.0,22.35
51,3,57.0,11.18
51,4,28.5,5.59
51,5,28.5,5.59
51,6,11.4,2.24
51,7,11.4,2.24
51,8,11.4,2.24
51,9,11.4,2.24
51,10,11.4,2.24
50,1,195.59,39.12
50,2,111.76,22.35
50,3,55.88,11.18
50,4,27.94,5.59
50,5,27.94,5.59
50,6,11.17,2.23
50,7,11.18,2.24
50,8,11.18,2.24
50,9,11.18,2.24
50,10,11.18,2.24
49,1,196.3,40.06
49,2,112.17,22.89
49,3,56.08,11.44
49,4,28.04,5.72
49,5,28.04,5.72
49,6,11.21,2.29
49,7,11.22,2.29
49,8,11.22,2.29
49,9,11.22,2.29
48,1,192.29,40.06
48,2,109.88,22.89
48,3,54.94,11.45
48,4,27.47,5.72
48,5,27.47,5.72
48,6,10.98,2.29
48,7,10.99,2.29
48,8,10.99,2.29
48,9,10.99,2.29
47,1,188.28,40.06
47,2,107.59,22.89
47,3,53.8,11.45
47,4,26.9,5.72
47,5,26.9,5.72
47,6,10.75,2.29
47,7,10.76,2.29
47,8,10.76,2.29
47,9,10.76,2.29
46,1,184.28,40.06
46,2,105.3,22.89
46,3,52.65,11.45
46,4,26.33,5.72
46,5,26.33,5.72
46,6,10.52,2.29
46,7,10.53,2.29
46,8,10.53,2.29
46,9,10.53,2.29
45,1,180.27,40.06
45,2,103.01,22.89
45,3,51.51,11.45
45,4,25.75,5.72
45,5,25.75,5.72
45,6,10.31,2.29
45,7,10.3,2.29
45,8,10.3,2.29
45,9,10.3,2.29
44,1,180.62,41.05
44,2,103.21,23.46
44,3,51.6,11.73
44,4,25.8,5.86
44,5,25.8,5.86
44,6,10.33,2.35
44,7,10.32,2.35
44,8,10.32,2.35
43,1,176.51,41.05
43,2,100.86,23.46
43,3,50.43,11.73
43,4,25.22,5.87
43,5,25.22,5.87
43,6,10.08,2.34
43,7,10.09,2.35
43,8,10.09,2.35
42,1,172.41,41.05
42,2,98.52,23.46
42,3,49.26,11.73
42,4,24.63,5.86
42,5,24.63,5.86
42,6,9.85,2.35
42,7,9.85,2.35
42,8,9.85,2.35
41,1,168.3,41.05
41,2,96.17,23.46
41,3,48.09,11.73
41,4,24.04,5.86
41,5,24.04,5.86
41,6,9.62,2.35
41,7,9.62,2.35
41,8,9.62,2.35
40,1,164.2,41.05
40,2,93.83,23.46
40,3,46.91,11.73
40,4,23.46,5.86
40,5,23.46,5.86
40,6,9.38,2.35
40,7,9.38,2.35
40,8,9.38,2.35
39,1,164.15,42.09
39,2,93.8,24.05
39,3,46.9,12.03
39,4,23.45,6.01
39,5,23.45,6.01
39,6,9.37,2.4
39,7,9.38,2.41
38,1,159.94,42.09
38,2,91.39,24.05
38,3,45.7,12.03
38,4,22.85,6.01
38,5,22.85,6.01
38,6,9.13,2.4
38,7,9.14,2.41
37,1,155.73,42.09
37,2,88.99,24.05
37,3,44.49,12.02
37,4,22.25,6.01
37,5,22.25,6.01
37,6,8.89,2.4
37,7,8.9,2.41
36,1,151.52,42.09
36,2,86.58,24.05
36,3,43.29,12.02
36,4,21.65,6.01
36,5,21.65,6.01
36,6,8.65,2.4
36,7,8.66,2.41
35,1,147.31,42.09
35,2,84.18,24.05
35,3,42.09,12.03
35,4,21.04,6.01
35,5,21.04,6.01
35,6,8.42,2.41
35,7,8.42,2.41
34,1,146.82,43.18
34,2,83.9,24.68
34,3,41.95,12.34
34,4,20.97,6.17
34,5,20.97,6.17
34,6,8.39,2.47
33,1,142.5,43.18
33,2,81.43,24.68
33,3,40.71,12.34
33,4,20.36,6.17
33,5,20.36,6.17
33,6,8.14,2.47
32,1,138.18,43.18
32,2,78.96,24.68
32,3,39.48,12.34
32,4,19.74,6.17
32,5,19.74,6.17
32,6,7.9,2.47
31,1,133.86,43.18
31,2,76.49,24.67
31,3,38.25,12.34
31,4,19.12,6.17
31,5,19.12,6.17
31,6,7.66,2.47
30,1,129.55,43.18
30,2,74.03,24.68
30,3,37.01,12.34
30,4,18.51,6.17
30,5,18.51,6.17
30,6,7.39,2.46
29,1,128.57,44.33
29,2,73.47,25.33
29,3,36.73,12.67
29,4,18.36,6.33
29,5,18.37,6.33
28,1,124.13,44.33
28,2,70.93,25.33
28,3,35.47,12.67
28,4,17.74,6.34
28,5,17.73,6.33
27,1,119.7,44.33
27,2,68.4,25.33
27,3,34.2,12.67
27,4,17.1,6.33
27,5,17.1,6.33
26,1,115.27,44.33
26,2,65.87,25.33
26,3,32.93,12.67
26,4,16.46,6.33
26,5,16.47,6.33
25,1,110.83,44.33
25,2,63.33,25.33
25,3,31.67,12.67
25,4,15.84,6.34
25,5,15.83,6.33
24,1,114.0,47.5
24,2,65.14,27.14
24,3,32.57,13.57
24,4,16.29,6.79
23,1,109.25,47.5
23,2,62.43,27.14
23,3,31.21,13.57
23,4,15.61,6.79
22,1,104.5,47.5
22,2,59.71,27.14
22,3,29.86,13.57
22,4,14.93,6.79
21,1,99.75,47.5
21,2,57.0,27.14
21,3,28.5,13.57
21,4,14.25,6.79
20,1,95.0,47.5
20,2,54.29,27.15
20,3,27.14,13.57
20,4,13.57,6.79
19,1,97.19,51.15
19,2,55.54,29.23
19,3,27.77,14.62
18,1,92.08,51.16
18,2,52.62,29.23
18,3,26.3,14.61
17,1,86.96,51.15
17,2,49.69,29.23
17,3,24.85,14.62
16,1,81.85,51.16
16,2,46.77,29.23
16,3,23.38,14.61
15,1,76.73,51.15
15,2,43.85,29.23
15,3,21.92,14.61
14,1,84.64,60.46
14,2,48.36,34.54
13,1,78.59,60.45
13,2,44.91,34.55
12,1,72.55,60.46
12,2,41.45,34.54
11,1,66.5,60.45
11,2,38.0,34.55
10,1,60.45,60.45
10,2,34.55,34.55
